1.8,6.392517748,34.37560976
1.9,10.06656998,34.45785714
2,5.425482781,43.73547963
2.1,7.691156538,34.53333333
2.2,4.449695141,40.73882353
2.3,6.940592759,41.81437247
2.4,8.459721275,44.29931204
2.5,7.982826042,42.60600707
2.6,8.196022879,47.74265572
2.7,9.511055325,46.63619377
2.8,11.58695892,47.28710314
2.9,11.78247468,47.60148244
3,12.39627307,53.37314525
3.1,13.10776542,56.60893744
3.2,14.05017627,57.79115244
3.3,17.40964997,55.06133183
3.4,15.79024456,62.653642
3.5,18.54427894,61.15222538
3.6,17.49155765,64.36978328
3.7,18.60141236,66.1270283
3.8,18.65954886,67.4697037
3.9,19.60514189,62.17545455
4.1,12.5348331,50.37142857
